50	3	9	948.427 	 3
51	7	9	775.257 	 3
52	10	2	1104.16 	 4
53	3	16	1310.32 	 1
54	6	15	1046.17 	 3
55	7	5	953.262 	 3
56	2	17	1449.23 	 1
57	14	10	1254.47 	 1
58	12	10	669.958 	 1
59	7	4	760.386 	 1
60	2	5	791.166 	 1
61	17	10	1310.53 	 3
62	9	3	950.258 	 3
63	4	16	1196.38 	 1
64	14	8	1493.22 	 4
65	10	15	802.942 	 2
66	1	9	928.305 	 4
67	12	17	1245.27 	 1
68	11	4	1015.44 	 1
69	12	6	971.754 	 2
70	1	3	669.214 	 3
71	2	14	1195.3 	 3
72	5	4	817.338 	 4
73	8	2	966.297 	 1
74	13	4	1093.39 	 2
75	16	12	1262.78 	 1
76	11	9	855.776 	 2
77	1	12	1137.28 	 4
78	6	3	869.821 	 3
79	14	6	1191.19 	 2
80	5	2	796.324 	 4
81	17	8	1740.59 	 4
82	14	16	686.961 	 2
83	16	3	1312.14 	 1
84	2	10	1102.41 	 1
85	14	15	1131.38 	 1
86	9	14	1093.39 	 2
87	14	3	1246.32 	 1
88	4	2	724.783 	 3
89	13	11	1042.84 	 2
90	10	1	1075.55 	 3
91	7	3	847.64 	 4
92	14	5	1324.67 	 2
93	14	13	643.648 	 3
94	8	7	1124.05 	 4
95	16	1	1272.15 	 3
96	3	12	1161.81 	 3
97	1	5	727.378 	 2
98	8	6	1139.08 	 2
99	10	14	1245.26 	 1
100	11	14	1038.86 	 2
101	9	16	1113.43 	 4
102	17	14	866.192 	 2
103	17	3	1492.48 	 4
104	15	8	1504.4 	 2
105	17	11	1109.98 	 1
106	9	13	1105.16 	 3
107	15	5	1332.04 	 4
108	10	8	1364.03 	 4
109	7	12	984.904 	 2
110	12	3	1157.2 	 1
111	11	8	1394.07 	 2
112	2	8	959.43 	 2
113	1	6	846.563 	 2
114	1	13	1171.9 	 1
115	5	17	1577.55 	 1
116	16	4	1196.93 	 2
117	8	15	1503.94 	 1
118	16	13	725.819 	 4
119	8	11	1398.35 	 4
120	12	5	1254.11 	 2
121	13	2	1140.48 	 2
122	8	9	1214.73 	 3
123	9	10	756.981 	 1
124	4	14	1119.03 	 1
125	10	17	1310.5 	 4
126	6	4	766.738 	 3
127	5	9	1046.37 	 3
128	12	16	1261.72 	 3
129	6	7	613.084 	 3
130	16	2	1257.3 	 2
131	5	6	969.318 	 2
132	4	12	1054.61 	 4
133	15	4	1126.07 	 4
134	8	13	1463.11 	 2
135	2	7	892.203 	 4
136	13	5	1283.51 	 3
137	6	8	1137.43 	 2
138	1	16	1272.64 	 1
139	12	8	1425.42 	 3
140	10	16	1258.96 	 3
141	10	3	1095.29 	 4
142	6	10	908.587 	 2
143	9	12	819.513 	 2
144	13	7	1194.74 	 3
145	4	7	778.281 	 1
146	5	12	1256.77 	 2
147	8	12	1428.37 	 2
148	10	12	670.442 	 1
149	6	17	1352.01 	 4
150	1	17	1459.05 	 1
151	5	8	775.624 	 4
152	9	17	1270.96 	 1
153	6	11	944.054 	 1
154	5	3	703.539 	 3
155	13	3	1204.86 	 3
156	15	16	1125.38 	 4
157	2	12	1168.11 	 1
158	1	7	836.937 	 3
159	2	3	728.805 	 2
160	8	16	1560.89 	 2
161	5	16	1390 	 2
162	5	10	1194.43 	 1
163	17	16	786.441 	 4
164	17	15	1109.08 	 3
165	16	14	687.251 	 4
166	16	15	1135.88 	 1
167	12	7	979.416 	 1
168	11	7	947.447 	 3
169	12	9	818.549 	 2
170	1	8	895.541 	 4
171	4	13	1097.64 	 2
172	14	1	1205.65 	 2
173	16	9	1114.25 	 3
174	16	8	1560.45 	 3
175	9	2	957.245 	 2
176	6	2	883.946 	 4
177	4	15	1126.73 	 3
178	6	5	965.957 	 2
179	4	9	839.772 	 2
180	15	9	966.976 	 4
181	17	1	1451.13 	 1
182	8	14	1484.19 	 4
183	14	12	1256.32 	 3
184	3	15	1234.69 	 2
185	13	8	1455.02 	 1
186	15	11	700.829 	 3
187	1	14	1192.75 	 3
188	15	2	1242.98 	 2
189	3	1	666.413 	 1
190	6	13	1186.58 	 3
191	13	6	1186.54 	 2
192	12	1	1136.41 	 1
193	9	11	861.416 	 1
194	16	17	785.901 	 3
195	7	13	1197.39 	 4
196	5	11	1228.35 	 2
197	4	6	766.242 	 3
198	15	10	802.614 	 1
199	1	11	1109.09 	 4
