0	3	7	729.882 	 2
1	11	2	1013.72 	 3
2	11	16	934.346 	 1
3	16	7	1084.58 	 3
4	16	6	1075.69 	 3
5	4	5	687.594 	 1
6	11	3	1005.09 	 1
7	14	2	1059.35 	 3
8	12	14	1123.73 	 3
9	15	3	1116.15 	 2
10	2	4	603.697 	 1
11	8	1	776.303 	 1
12	13	15	1006.09 	 1
13	6	9	643.261 	 3
14	11	10	768.953 	 2
15	7	6	493.835 	 2
16	2	13	1031.53 	 2
17	2	6	763.977 	 3
18	16	5	1270.1 	 2
19	15	17	992.521 	 2
20	3	10	977.738 	 3
21	11	1	983.152 	 3
22	4	11	902.455 	 3
23	15	12	617.826 	 1
24	13	10	1131.07 	 3
25	4	3	596.279 	 2
26	17	6	1235.75 	 1
27	16	10	1140.18 	 1
28	9	8	1095.73 	 3
29	12	15	617.721 	 2
30	2	1	545.831 	 2
31	4	8	858.286 	 2
32	2	9	837.244 	 1
33	9	4	719.68 	 1
34	3	6	752.321 	 2
35	3	14	1114.74 	 2
36	4	17	1383.46 	 2
37	1	15	1213.98 	 2
38	1	2	667.055 	 2
39	2	11	1138.54 	 1
40	17	4	1376.78 	 1
41	14	11	1051.56 	 2
42	3	8	875.581 	 3
43	6	1	849.726 	 1
44	10	11	890.351 	 2
45	7	14	1191.74 	 2
46	5	1	728.061 	 3
47	4	10	988.228 	 2
48	3	5	704.849 	 1
49	7	1	839.816 	 2
