0	11	17	993.627 	 3
1	20	12	1744.11 	 3
2	8	11	1279.57 	 3
3	12	1	1017.05 	 1
4	17	3	1372.87 	 3
5	18	4	1578.19 	 1
6	10	14	1121.95 	 1
7	18	14	1563.37 	 1
8	4	12	931.591 	 2
9	14	18	1573.15 	 3
10	8	14	1364.21 	 2
11	16	20	1537.86 	 1
12	20	16	1540.74 	 1
13	17	18	1449.49 	 1
14	9	8	1098.03 	 2
15	20	8	2469.25 	 3
16	14	4	1013.74 	 3
17	16	15	1015.94 	 1
18	2	17	1496.9 	 3
19	9	16	1159.32 	 2
20	18	19	1125.34 	 2
21	1	9	974.398 	 3
22	18	20	1866.5 	 1
23	2	9	1007.2 	 2
24	3	19	1938.52 	 2
25	7	14	1233.78 	 1
26	20	8	2537.87 	 1
27	5	15	1379.28 	 2
28	17	6	1402.52 	 1
29	18	5	1829.34 	 3
30	9	17	1318.81 	 2
31	4	9	886.731 	 3
32	7	20	2193.49 	 2
33	4	13	1142.36 	 1
34	12	3	1203.77 	 2
35	15	17	1158.34 	 3
36	12	2	1212.02 	 3
37	1	6	898.341 	 1
38	10	6	957.803 	 1
39	10	14	1289.73 	 1
40	4	20	2269.9 	 2
41	12	4	1095.03 	 1
42	10	18	1235.21 	 2
43	16	15	1182.87 	 3
44	17	20	1501.35 	 1
45	13	9	1148.98 	 1
46	15	13	1162.67 	 1
47	12	9	860.278 	 1
48	10	3	1144.44 	 1
49	13	17	950.012 	 1
50	17	18	1616.87 	 1
51	18	13	1737.82 	 1
52	14	12	1304.72 	 3
53	12	11	874.087 	 1
54	3	14	1281.45 	 3
55	10	4	1036.67 	 1
56	13	1	1212.74 	 3
57	16	2	1307.66 	 2
58	11	19	1404.15 	 1
59	10	13	1298.44 	 3
60	13	15	1173.86 	 1
61	7	15	1106.45 	 2
62	20	7	2191.83 	 3
63	1	12	1189.2 	 3
64	17	4	1421.79 	 3
65	2	15	1286.8 	 3
66	17	1	1499.44 	 2
67	10	16	1307.86 	 1
68	6	13	1233.94 	 1
69	14	6	1238.01 	 2
70	12	19	1380.4 	 3
71	19	11	1401.83 	 1
72	14	5	1371.14 	 2
73	11	1	1149.79 	 2
74	11	5	1268.28 	 2
75	17	7	1410.08 	 2
76	16	3	1358.17 	 1
77	17	10	1358.03 	 3
78	19	18	1180.98 	 1
79	3	18	1725.75 	 2
80	16	8	1607.71 	 1
81	2	11	1184.09 	 2
82	5	13	1338.9 	 2
83	16	12	1307.79 	 2
84	1	20	2345.72 	 3
85	18	3	1730.56 	 3
86	20	15	1830.99 	 1
87	3	8	923.739 	 3
88	2	14	1239.41 	 2
89	7	5	1000.18 	 3
90	4	8	1025.46 	 2
91	4	16	1243.69 	 2
92	9	2	1002.18 	 3
93	15	18	1219.09 	 1
94	2	8	1010.75 	 3
95	1	17	1505.08 	 3
96	9	20	2098.42 	 1
97	14	11	1095.38 	 2
98	8	2	1013.44 	 3
99	5	14	1360.67 	 2
