0	1	15	1213.98
1	1	2	667.055
2	2	11	1138.54
3	14	11	1051.56
4	3	8	875.581
5	6	1	849.726
6	10	11	890.351
7	7	14	1191.74
8	5	1	728.061
9	4	10	988.228
10	3	5	704.849
11	7	1	839.816
12	3	9	948.427
13	7	9	775.257
14	10	2	1104.16
15	3	16	1310.32
16	6	15	1046.17
17	7	5	953.262
18	14	10	1254.47
19	12	10	669.958
20	13	9	1102.48
21	8	5	773.791
22	11	15	700.15
23	13	12	1254.06
24	5	13	1291.74
25	14	4	1133.12
26	7	8	1122.34
27	13	14	649.938
28	1	10	1073.98
29	10	6	909.248
30	15	7	1057.79
31	4	1	690.095
32	7	4	760.386
33	2	5	791.166
34	9	3	950.258
35	4	16	1196.38
36	14	8	1493.22
37	10	15	802.942
38	1	9	928.305
39	11	4	1015.44
40	12	6	971.754
41	1	3	669.214
42	2	14	1195.3
43	5	4	817.338
