0	3	7	729.882
1	11	2	1013.72
2	11	16	934.346
3	16	7	1084.58
4	4	5	687.594
5	11	3	1005.09
6	14	2	1059.35
7	12	14	1123.73
8	15	3	1116.15
9	2	4	603.697
10	8	1	776.303
11	13	15	1006.09
12	6	9	643.261
13	11	10	768.953
14	7	6	493.835
15	2	13	1031.53
16	3	13	1093.22
17	15	1	1093.21
18	3	11	1012.71
19	12	2	1044.75
20	7	10	799.146
21	8	3	757.577
22	7	2	757.938
23	10	9	635.601
24	14	9	988.096
25	11	12	705.05
26	9	15	832.803
27	2	6	763.977
28	16	5	1270.1
29	3	10	977.738
30	11	1	983.152
31	4	11	902.455
32	15	12	617.826
