0	0	55.3358	55.8525	81.6943	108.796	212.644	202.898	254.596	280.126	406.171	435.616	461.273	490.187	509.552	524.848	575.073	736.02	907.208	1087.97	1458.79
0	0	55.3358	55.8525	81.6943	108.796	212.644	202.898	254.596	280.126	406.171	435.616	461.273	490.187	509.552	524.848	575.073	736.02	907.208	1087.97	1458.79
54.7059	54.7059	0	110.969	105.108	163.912	241.884	250.052	309.712	304.779	430.831	460.268	485.933	471.883	508.696	549.508	579.844	727.88	931.861	1112.63	1473.63
53.354	53.354	111.585	0	99.2902	89.1049	231.592	212.198	234.522	299.074	425.119	454.563	480.221	523.949	543.321	543.796	608.835	769.789	926.156	1106.92	1492.56
74.1208	74.1208	105.767	98.0586	0	176.688	141.404	149.572	322.488	204.604	330.649	360.093	385.751	425.204	444.576	449.326	510.09	671.044	831.686	1012.45	1393.81
106.842	106.842	165.073	89.5367	184.177	0	315.127	299.406	147.392	382.608	508.66	538.098	563.763	592.669	612.042	627.337	677.563	838.509	1009.7	1190.46	1561.28
212.566	212.566	241.933	231.005	141.638	315.134	0	9.89504	460.934	138.361	264.413	293.85	319.515	501.724	494.837	383.083	509.758	646.483	765.45	946.215	1318.46
203.443	203.443	236.872	212.503	136.57	300.404	9.82426	0	445.822	146.175	272.227	301.664	327.329	509.538	502.651	390.897	517.572	654.304	773.264	954.029	1326.28
253.088	253.088	311.326	235.931	330.429	147.944	461.379	445.808	0	528.861	654.906	684.351	710.008	738.922	758.287	773.583	823.808	984.762	1155.94	1336.71	1707.53
279.298	279.298	304.319	297.736	204.321	381.865	138.332	146.019	527.665	0	132.153	222.171	187.263	430.045	423.165	300.751	438.079	574.811	633.191	805.25	1246.78
405.966	405.966	430.979	424.404	330.981	508.533	264.993	272.68	654.326	131.778	0	247.596	58.3298	556.713	549.826	171.826	564.747	609.154	504.265	676.317	1145.64
430.852	430.852	455.866	449.29	355.868	533.412	289.879	297.566	679.212	219.241	247.468	0	192.175	380.513	373.633	83.9168	388.547	439.091	564.563	647.042	1095.92
458.909	458.909	483.93	477.347	383.932	561.477	317.944	325.63	707.276	184.729	56.8717	192.387	0	557.605	550.718	116.617	565.638	553.946	456.892	628.951	1098.27
484.086	484.086	461.804	518.336	421.516	586.653	501.859	509.545	732.453	431.22	557.265	380.443	559.24	0	39.29	450.975	110.438	258.474	932.427	807.819	1004.13
518.916	518.916	495.686	553.167	456.34	621.484	505.688	513.374	767.284	435.042	561.094	384.265	563.062	37.3152	0	454.804	72.8185	227.926	936.25	784.688	981.004
525.181	525.181	550.194	543.619	450.196	627.748	384.208	391.895	773.548	313.562	172.172	84.8015	116.879	441.837	434.957	0	449.871	438.178	489.267	573.07	1021.94
573.658	573.658	564.598	607.908	511.081	676.225	509.375	517.062	822.025	438.737	564.782	387.952	566.75	106.227	72.2805	458.492	0	155.971	897.413	732.771	906.274
729.593	729.593	715.409	763.837	667.017	832.153	646.052	653.738	977.953	575.406	608.007	437.399	552.714	257.038	226.822	437.746	156.204	0	829.499	652.917	730.053
912.248	912.248	937.269	930.686	837.271	1014.82	771.276	778.962	1160.62	638.068	510.203	570.296	462.738	935.244	928.358	494.526	900.315	833.987	0	408.068	1044.78
1079.88	1079.88	1104.9	1098.31	1004.9	1182.44	938.904	946.59	1328.24	805.696	677.832	647.729	630.367	807.664	785.516	569.064	732.814	674.937	455.455	0	607.533
1457.25	1457.25	1462.1	1475.86	1382.44	1559.81	1316.45	1324.14	1705.61	1245.81	1131.69	1095.4	1084.23	1002.49	980.345	1016.73	908.504	752.922	1042.53	608.637	0
