75	17	7	1410.08 	 1
76	16	3	1358.17 	 4
77	17	10	1358.03 	 1
78	19	18	1180.98 	 1
79	3	18	1725.75 	 4
80	16	8	1607.71 	 2
81	2	11	1184.09 	 4
82	5	13	1338.9 	 1
83	16	12	1307.79 	 2
84	1	20	2345.72 	 1
85	18	3	1730.56 	 2
86	20	15	1830.99 	 4
87	3	8	923.739 	 4
88	2	14	1239.41 	 4
89	7	5	1000.18 	 3
90	4	8	1025.46 	 1
91	4	16	1243.69 	 1
92	9	2	1002.18 	 4
93	15	18	1219.09 	 1
94	2	8	1010.75 	 1
95	1	17	1505.08 	 3
96	9	20	2098.42 	 1
97	14	11	1095.38 	 2
98	8	2	1013.44 	 2
99	5	14	1360.67 	 2
100	13	3	1251.44 	 2
101	12	7	1028.93 	 3
102	19	20	1355.18 	 2
103	17	14	910.002 	 4
104	17	13	950.237 	 2
105	19	16	1502.55 	 4
106	14	10	1303.67 	 1
107	19	3	1926.31 	 2
108	16	20	1704.55 	 1
109	16	5	1436.15 	 3
110	11	4	1062.64 	 1
111	14	8	1540.62 	 4
112	11	6	985.863 	 4
113	5	12	1307.06 	 4
114	13	17	1087.509 	 2
115	8	14	1532.42 	 3
116	20	18	1863.52 	 3
117	16	9	1159.43 	 3
118	15	8	1546.78 	 4
119	6	14	1226.72 	 1
120	7	10	966.142 	 3
121	6	12	1022.75 	 3
122	7	18	1548.29 	 3
123	19	13	1589.93 	 3
124	19	9	1587.07 	 2
125	2	10	1148.62 	 2
126	18	16	1696.85 	 3
127	20	13	1816.29 	 1
128	6	11	993.498 	 2
129	18	4	1620.95 	 1
130	13	2	1185.51 	 3
131	12	6	1017.01 	 4
132	7	16	1251.45 	 2
133	13	20	1820.79 	 3
134	13	18	1735.74 	 4
135	5	11	1276.49 	 1
136	12	17	1294.6 	 4
137	20	8	2632.37 	 3
138	6	8	1185.59 	 3
139	7	12	1033.46 	 4
140	3	6	922.033 	 4
141	14	2	1227.57 	 1
142	8	6	1187.69 	 1
143	5	17	1625.43 	 3
144	13	8	1503.43 	 2
145	10	8	1410.68 	 1
146	19	12	1383.68 	 1
147	5	6	1013.54 	 3
148	3	13	1259.8 	 4
149	1	7	887.27 	 1
150	19	1	1906.51 	 3
151	2	18	1734.9 	 3
152	1	8	946.176 	 4
153	11	9	907.845 	 3
154	3	12	1208.78 	 3
155	13	11	1091.05 	 4
156	19	5	2024.78 	 2
157	12	8	1474.02 	 3
158	15	10	851.527 	 1
159	6	3	918.436 	 4
160	19	8	2195.92 	 1
161	13	5	1331.69 	 2
162	16	1	1318.12 	 1
163	16	10	1309.17 	 4
164	18	2	1740.32 	 1
165	15	7	1104.9 	 4
166	11	16	1101.5 	 1
167	11	12	874.821 	 2
168	6	18	1541.29 	 4
169	6	19	1752.89 	 3
170	17	9	1317.4 	 2
171	17	15	1157.19 	 4
172	13	6	1232.73 	 2
173	20	7	1997.58 	 2
174	14	18	1739.56 	 3
175	3	17	1545.76 	 4
176	10	5	1242.5 	 1
177	17	2	1481.98 	 3
178	8	20	2637.75 	 2
179	13	10	1296.46 	 3
180	13	7	1241.77 	 3
181	8	18	1995.51 	 2
182	8	10	1410.45 	 2
183	2	20	2365.18 	 4
184	14	9	1156.09 	 1
185	10	17	1359.09 	 4
186	15	6	1096 	 2
187	2	6	928.91 	 3
188	14	3	1292.86 	 1
189	18	10	1244.54 	 3
190	20	10	1966.85 	 4
191	9	3	1001.05 	 1
192	3	20	2388.44 	 4
193	3	11	1178.35 	 3
194	11	8	1442.47 	 4
195	13	12	1299.64 	 1
196	10	11	938.855 	 2
197	9	14	1145.41 	 4
