0	2	15	1122.8
1	7	4	642.939
2	12	10	549.251
3	2	1	545.833
4	13	14	527.952
5	13	7	1075.65
6	12	5	1135.51
7	1	12	1019.79
8	7	13	1075.04
9	8	12	1309.76
10	14	13	525.295
11	8	3	756.98
12	7	12	862.493
13	4	12	931.486
14	10	8	1243.24
15	11	8	1273
16	12	4	928.988
17	1	6	730.532
18	3	7	730.517
19	13	9	984.692
20	3	4	597.403
21	6	9	643.569
22	11	14	916.411
23	5	9	926.553
24	13	8	1334.02
25	1	8	778.616
26	8	10	1244.47
27	1	15	1093.4
28	11	10	769.978
29	10	15	682.516
30	4	3	595.094
31	3	2	612.334
32	4	1	569.078
33	2	12	1048.29
34	12	15	617.115
35	4	2	605.009
36	13	4	972.533
37	2	9	837.861
38	6	2	763.201
39	1	11	988.658
40	10	5	1075.5
41	8	5	654.394
