35	3	14	1114.74 	 2
36	4	17	1383.46 	 1
37	1	15	1213.98 	 2
38	1	2	667.055 	 4
39	2	11	1138.54 	 4
40	17	4	1376.78 	 2
41	14	11	1051.56 	 3
42	3	8	875.581 	 3
43	6	1	849.726 	 3
44	10	11	890.351 	 3
45	7	14	1191.74 	 4
46	5	1	728.061 	 2
47	4	10	988.228 	 3
48	3	15	704.849 	 4
49	7	1	839.816 	 3
50	3	9	948.427 	 4
51	7	9	775.257 	 4
52	10	2	1104.16 	 1
53	3	16	1310.32 	 2
54	6	15	1046.17 	 3
55	7	5	953.262 	 2
56	2	17	1449.23 	 2
57	14	10	1254.47 	 2
58	12	10	669.958 	 1
59	7	4	760.386 	 1
60	2	5	791.166 	 3
61	17	10	1310.53 	 3
62	9	3	950.258 	 4
63	4	16	1196.38 	 1
64	14	8	1493.22 	 2
65	10	15	802.942 	 2
66	1	9	928.305 	 2
67	12	17	1245.27 	 4
68	11	4	1015.44 	 3
69	12	6	971.754 	 2
70	1	3	669.214 	 1
71	2	14	1195.3 	 2
72	5	4	817.338 	 2
73	8	2	966.297 	 2
74	13	4	1093.39 	 3
75	16	12	1262.78 	 3
76	11	9	855.776 	 1
77	1	12	1137.28 	 4
78	6	3	869.821 	 1
79	14	6	1191.19 	 2
80	5	2	796.324 	 1
81	17	8	1740.59 	 2
82	14	16	686.961 	 2
83	16	3	1312.14 	 3
84	2	10	1102.41 	 3
85	14	15	1131.38 	 1
86	9	14	1093.39 	 2
87	14	3	1246.32 	 4
88	4	2	724.783 	 3
89	13	11	1042.84 	 1
90	10	1	1075.55 	 1
91	7	3	847.64 	 2
92	14	5	1324.67 	 3
93	14	13	643.648 	 2
94	8	7	1124.05 	 2
95	16	1	1272.15 	 1
96	3	12	1161.81 	 4
97	1	5	727.378 	 3
98	8	6	1139.08 	 3
99	10	14	1245.26 	 2
